科类方向代码,科类方向名称,院校代码,院校名称,专业代码,专业名称,计划数,综合分,位次号
Cd,音乐类音乐教育声乐主项,2219,长春人文学院,4,音乐学,1,488,Cd01429
Cd,音乐类音乐教育声乐主项,4040,汉口学院,4,音乐学,3,488,Cd01433
B,美术与设计类,58,浙江纺织服装职业技术学院,538,人物形象设计(中外合作办学)（中韩合作）,15,488,B-17561
B,美术与设计类,124,宁波幼儿师范高等专科学校,507,书画艺术,45,488,B-17573
B,美术与设计类,1228,天津轻工职业技术学院,503,影视动画（数码艺术）,3,488,B-17575
B,美术与设计类,1244,天津市职业大学,519,工艺美术品设计,10,488,B-17636
B,美术与设计类,2119,大连艺术学院,505,工艺美术品设计,2,488,B-17656
B,美术与设计类,3128,上海济光职业技术学院,526,动漫设计,4,488,B-17555
B,美术与设计类,3643,景德镇艺术职业大学,512,陶瓷设计与工艺,4,488,B-17633
B,美术与设计类,4115,湖北艺术职业学院,505,室内艺术设计,2,488,B-17578
G,播音与主持类,74,宁波财经学院,509,播音与主持,2,488,G-01209
Cb,音乐类音乐表演声乐方向,3610,江西应用科技学院,22,音乐学,6,487,Cb01583
Cb,音乐类音乐表演声乐方向,5323,昆明文理学院,15,音乐学,4,487,Cb01591
Cc,音乐类音乐教育器乐主项,3152,上海外国语大学贤达经济人文学院,20,音乐学,10,487,Cc01420
Cc,音乐类音乐教育器乐主项,3518,阳光学院,12,音乐学,5,487,Cc01430
D,舞蹈类,5105,四川传媒学院,2,舞蹈表演,1,487,D-00237
G,播音与主持类,41,浙江艺术职业学院,507,播音与主持,12,487,G-01219
G,播音与主持类,4315,湖南大众传媒职业技术学院,507,播音与主持,2,487,G-01215
B,美术与设计类,54,浙江育英职业技术学院,522,数字媒体艺术设计,33,487,B-17741
B,美术与设计类,58,浙江纺织服装职业技术学院,541,服装与服饰设计(中外合作办学)（中英合作）,20,487,B-17752
B,美术与设计类,86,浙江横店影视职业学院,541,舞台艺术设计与制作,5,487,B-17775
B,美术与设计类,1213,天津商务职业学院,515,产品艺术设计,4,487,B-17749
B,美术与设计类,1228,天津轻工职业技术学院,502,广告艺术设计,2,487,B-17738
B,美术与设计类,3135,上海科学技术职业学院,517,艺术设计（环境与展示设计）,10,487,B-17674
B,美术与设计类,3137,上海立达学院,517,书画艺术（少儿美术）,10,487,B-17699
B,美术与设计类,3155,上海行健职业学院,513,环境艺术设计（室内设计方向）,12,487,B-17778
B,美术与设计类,3229,江苏农林职业技术学院,518,环境艺术设计,11,487,B-17691
B,美术与设计类,3293,无锡城市职业技术学院,519,数字媒体艺术设计,9,487,B-17767
B,美术与设计类,3614,南昌工学院,525,视觉传达设计,7,487,B-17758
B,美术与设计类,3651,南昌理工学院,526,艺术设计,5,487,B-17690
B,美术与设计类,3655,上饶职业技术学院,503,室内艺术设计,2,487,B-17755
B,美术与设计类,3662,江西陶瓷工艺美术职业技术学院,501,工艺美术品设计,4,487,B-17768
B,美术与设计类,4065,武汉交通职业学院,520,广告艺术设计,5,487,B-17780
Ca,音乐类音乐表演器乐方向,5006,重庆人文科技学院,2,音乐表演（器乐）,1,487,Ca01480
Ea,表(导)演类戏剧影视表演方向,1118,北京汇佳职业学院,507,戏剧影视表演,3,487,Ea01498
Ca,音乐类音乐表演器乐方向,3643,景德镇艺术职业大学,16,音乐表演,2,486,Ca01505
Cb,音乐类音乐表演声乐方向,41,浙江艺术职业学院,501,音乐表演（声乐）,9,486,Cb01593
Cb,音乐类音乐表演声乐方向,41,浙江艺术职业学院,503,现代流行音乐（流行演唱）,2,486,Cb01622
Cb,音乐类音乐表演声乐方向,2203,长春光华学院,9,音乐表演,3,486,Cb01596
Cb,音乐类音乐表演声乐方向,5006,重庆人文科技学院,1,音乐表演（声乐）,12,486,Cb01611
D,舞蹈类,2243,吉林艺术学院,13,舞蹈表演（中国舞表演）,4,486,D-00240
D,舞蹈类,5106,成都体育学院,5,舞蹈表演（国际标准舞）,2,486,D-00243
B,美术与设计类,62,义乌工商职业技术学院,535,产品艺术设计(中外合作办学),10,486,B-17825
B,美术与设计类,126,温州商学院,511,视觉传达设计,89,486,B-17812
B,美术与设计类,3111,上海出版印刷高等专科学校,526,广告艺术设计(中外合作办学)（中美合作）,9,486,B-17791
B,美术与设计类,3175,上海闵行职业技术学院,508,服装与服饰设计,8,486,B-17792
B,美术与设计类,3262,南京视觉艺术职业学院,506,视觉传达设计,10,486,B-17854
B,美术与设计类,3352,江苏旅游职业学院,519,艺术设计,5,486,B-17889
B,美术与设计类,3643,景德镇艺术职业大学,509,数字媒体艺术设计,2,486,B-17876
B,美术与设计类,3662,江西陶瓷工艺美术职业技术学院,503,包装艺术设计,4,486,B-17807
B,美术与设计类,4065,武汉交通职业学院,518,产品艺术设计,5,486,B-17820
B,美术与设计类,4115,湖北艺术职业学院,504,艺术设计,3,486,B-17826
B,美术与设计类,4115,湖北艺术职业学院,506,舞台艺术设计与制作,3,486,B-17882
Cb,音乐类音乐表演声乐方向,5137,四川音乐学院,8,音乐表演（流行演唱、爵士演唱、现代音乐制作）,1,486,Cb01601
Ea,表(导)演类戏剧影视表演方向,3116,上海电影艺术职业学院,501,戏剧影视表演,19,486,Ea01516
Cb,音乐类音乐表演声乐方向,3621,江西科技学院,5,音乐学,20,485,Cb01646
Cb,音乐类音乐表演声乐方向,4535,广西外国语学院,29,音乐表演,4,485,Cb01625
Cd,音乐类音乐教育声乐主项,4069,武昌理工学院,11,音乐学,7,485,Cd01493
D,舞蹈类,38,丽水学院,51,舞蹈教育(师范),12,485,D-00248
D,舞蹈类,4333,湖南理工学院,13,舞蹈学,4,485,D-00250
Eb,表(导)演类服装表演方向,3247,南京航空航天大学金城学院,23,航空服务艺术与管理,10,485,Eb00187
Eb,表(导)演类服装表演方向,4038,武汉设计工程学院,7,表演（服饰表演与推广）,3,485,Eb00188
B,美术与设计类,74,宁波财经学院,506,摄影与摄像艺术,66,485,B-18004
B,美术与设计类,86,浙江横店影视职业学院,545,广播影视节目制作（影视后期制作）,5,485,B-18012
B,美术与设计类,2119,大连艺术学院,507,人物形象设计,2,485,B-17956
B,美术与设计类,3128,上海济光职业技术学院,525,广告艺术设计,3,485,B-17971
B,美术与设计类,3202,常州纺织服装职业技术学院,501,环境艺术设计,10,485,B-17987
B,美术与设计类,3202,常州纺织服装职业技术学院,502,室内艺术设计,10,485,B-17978
B,美术与设计类,3262,南京视觉艺术职业学院,507,数字媒体艺术设计,10,485,B-18026
B,美术与设计类,3352,江苏旅游职业学院,521,工艺美术品设计,3,485,B-17942
B,美术与设计类,3655,上饶职业技术学院,501,服装与服饰设计,2,485,B-17906
B,美术与设计类,3662,江西陶瓷工艺美术职业技术学院,505,摄影与摄像艺术,4,485,B-17983
B,美术与设计类,4044,江汉艺术职业学院,502,艺术设计,5,485,B-17953
B,美术与设计类,4044,江汉艺术职业学院,504,广告艺术设计,5,485,B-18032
B,美术与设计类,4065,武汉交通职业学院,519,环境艺术设计,6,485,B-17914
B,美术与设计类,4604,海南经贸职业技术学院,502,环境艺术设计（景观设计）,1,485,B-17994
B,美术与设计类,5133,成都文理学院,502,动漫设计,10,485,B-17944
B,美术与设计类,5165,四川电影电视学院,505,摄影摄像技术,2,485,B-17916
Ca,音乐类音乐表演器乐方向,4603,三亚学院,10,音乐表演（器乐）,5,484,Ca01543
Ca,音乐类音乐表演器乐方向,5323,昆明文理学院,17,音乐学,2,484,Ca01555
Cb,音乐类音乐表演声乐方向,1242,天津艺术职业学院,501,音乐表演（声乐）,2,484,Cb01653
Cd,音乐类音乐教育声乐主项,5138,四川文化艺术学院,5,录音艺术,2,484,Cd01519
D,舞蹈类,4421,广州体育学院,2,舞蹈表演（体育舞蹈）,1,484,D-00254
B,美术与设计类,74,宁波财经学院,507,广播影视节目制作,35,484,B-18058
B,美术与设计类,3481,安徽新闻出版职业技术学院,510,视觉传达设计,5,484,B-18154
B,美术与设计类,3614,南昌工学院,526,环境艺术设计,7,484,B-18073
B,美术与设计类,3643,景德镇艺术职业大学,508,艺术设计,3,484,B-18133
B,美术与设计类,4044,江汉艺术职业学院,505,动漫设计,4,484,B-18052
B,美术与设计类,4076,武汉商贸职业学院,535,游戏艺术设计,3,484,B-18067
B,美术与设计类,4076,武汉商贸职业学院,536,人物形象设计,3,484,B-18093
B,美术与设计类,4370,湖南工艺美术职业学院,501,皮具艺术设计,5,484,B-18086
B,美术与设计类,5122,四川大学锦江学院,501,环境艺术设计,12,484,B-18126
B,美术与设计类,5122,四川大学锦江学院,502,艺术设计,10,484,B-18053
Ca,音乐类音乐表演器乐方向,2203,长春光华学院,41,音乐表演,3,483,Ca01564
Cb,音乐类音乐表演声乐方向,4601,海口经济学院,14,音乐表演（流行演唱）,2,483,Cb01705
D,舞蹈类,3314,南京传媒学院,11,舞蹈表演,6,483,D-00261
D,舞蹈类,4310,衡阳师范学院,21,舞蹈学(师范),5,483,D-00260
Eb,表(导)演类服装表演方向,6214,西北民族大学,21,航空服务艺术与管理,3,483,Eb00199
G,播音与主持类,1242,天津艺术职业学院,506,播音与主持,2,483,G-01273
B,美术与设计类,54,浙江育英职业技术学院,519,人物形象设计,10,483,B-18239
B,美术与设计类,58,浙江纺织服装职业技术学院,542,服装陈列与展示设计(中外合作办学)（时尚传媒，中英合作）,20,483,B-18210
B,美术与设计类,86,浙江横店影视职业学院,544,摄影摄像技术,5,483,B-18209
B,美术与设计类,150,浙江金华科贸职业技术学院,519,艺术设计,20,483,B-18195
B,美术与设计类,1129,北京培黎职业学院,501,数字媒体艺术设计,3,483,B-18192
B,美术与设计类,3546,厦门华天涉外职业技术学院,513,数字媒体艺术设计,2,483,B-18160
B,美术与设计类,3651,南昌理工学院,528,环境艺术设计,4,483,B-18222
B,美术与设计类,3651,南昌理工学院,529,广告艺术设计,6,483,B-18189
B,美术与设计类,4604,海南经贸职业技术学院,501,服装与服饰设计,2,483,B-18166
G,播音与主持类,1150,首都师范大学科德学院,14,播音与主持艺术,1,483,G-01271
Ca,音乐类音乐表演器乐方向,5322,昆明城市学院,7,音乐学,3,482,Ca01600
Cb,音乐类音乐表演声乐方向,5165,四川电影电视学院,504,音乐表演,2,482,Cb01709
D,舞蹈类,5165,四川电影电视学院,5,舞蹈表演,1,482,D-00264
Eb,表(导)演类服装表演方向,3287,苏州工艺美术职业技术学院,514,时尚表演与传播,2,482,Eb00201
B,美术与设计类,86,浙江横店影视职业学院,542,舞台艺术设计与制作（庆典艺术策划）,10,482,B-18371
B,美术与设计类,150,浙江金华科贸职业技术学院,520,环境艺术设计,20,482,B-18349
B,美术与设计类,3122,上海工商外国语职业学院,522,视觉传达设计,29,482,B-18305
B,美术与设计类,3262,南京视觉艺术职业学院,508,服装与服饰设计,5,482,B-18281
B,美术与设计类,3643,景德镇艺术职业大学,510,产品艺术设计,4,482,B-18320
B,美术与设计类,3643,景德镇艺术职业大学,511,环境艺术设计,3,482,B-18283
B,美术与设计类,4044,江汉艺术职业学院,503,环境艺术设计,5,482,B-18280
B,美术与设计类,4527,桂林师范高等专科学校,504,艺术设计,5,482,B-18304
B,美术与设计类,5138,四川文化艺术学院,505,影视动画,3,482,B-18350
Ea,表(导)演类戏剧影视表演方向,74,宁波财经学院,510,戏剧影视表演（音乐戏剧）,54,482,Ea01586
Ca,音乐类音乐表演器乐方向,1314,河北传媒学院,26,艺术与科技,2,481,Ca01608
Ca,音乐类音乐表演器乐方向,3771,青岛电影学院,10,艺术与科技,5,481,Ca01614
Cb,音乐类音乐表演声乐方向,41,浙江艺术职业学院,505,音乐剧表演,5,481,Cb01735
Cb,音乐类音乐表演声乐方向,1314,河北传媒学院,5,流行音乐,4,481,Cb01749
Cb,音乐类音乐表演声乐方向,2119,大连艺术学院,501,音乐表演（声乐演唱）,2,481,Cb01731
Cc,音乐类音乐教育器乐主项,41,浙江艺术职业学院,504,音乐制作,2,481,Cc01545
Cc,音乐类音乐教育器乐主项,2219,长春人文学院,5,音乐学,1,481,Cc01544
Cd,音乐类音乐教育声乐主项,86,浙江横店影视职业学院,547,录音技术与艺术,10,481,
Cd,音乐类音乐教育声乐主项,1207,天津财经大学珠江学院,11,音乐学,26,481,
Cd,音乐类音乐教育声乐主项,1314,河北传媒学院,12,录音艺术,5,481,
G,播音与主持类,5165,四川电影电视学院,501,播音与主持,5,481,G-01312
B,美术与设计类,3108,上海邦德职业技术学院,519,艺术设计（视觉传达）,5,481,B-18441
B,美术与设计类,3154,上海工商职业技术学院,527,数字媒体艺术设计,13,481,B-18445
B,美术与设计类,3481,安徽新闻出版职业技术学院,509,广告艺术设计,3,481,B-18379
B,美术与设计类,3621,江西科技学院,519,环境艺术设计,8,481,B-18402
B,美术与设计类,5040,重庆艺术工程职业学院,503,环境艺术设计,3,481,B-18449
Ca,音乐类音乐表演器乐方向,1314,河北传媒学院,6,流行音乐,2,480,Ca01633
Cb,音乐类音乐表演声乐方向,49,浙江旅游职业学院,521,表演艺术,20,480,
Cb,音乐类音乐表演声乐方向,86,浙江横店影视职业学院,536,音乐表演,4,480,
Cb,音乐类音乐表演声乐方向,124,宁波幼儿师范高等专科学校,512,音乐表演,23,480,
Cb,音乐类音乐表演声乐方向,2119,大连艺术学院,503,音乐表演（学前音乐指导）,2,480,
Cb,音乐类音乐表演声乐方向,3116,上海电影艺术职业学院,502,音乐剧表演,35,480,
Cb,音乐类音乐表演声乐方向,3643,景德镇艺术职业大学,514,音乐表演,3,480,
Cb,音乐类音乐表演声乐方向,4044,江汉艺术职业学院,501,音乐表演,3,480,
Cb,音乐类音乐表演声乐方向,4115,湖北艺术职业学院,503,音乐表演,8,480,
Cb,音乐类音乐表演声乐方向,4438,珠海艺术职业学院,502,现代流行音乐,2,480,
Cc,音乐类音乐教育器乐主项,1314,河北传媒学院,13,录音艺术,4,480,
Cc,音乐类音乐教育器乐主项,2203,长春光华学院,8,音乐学,3,480,
Cc,音乐类音乐教育器乐主项,2203,长春光华学院,34,音乐学（数字音乐制作方向）,3,480,
Cc,音乐类音乐教育器乐主项,2203,长春光华学院,35,音乐学（电影声效方向）,3,480,
Cc,音乐类音乐教育器乐主项,3771,青岛电影学院,6,录音艺术,3,480,
D,舞蹈类,3640,井冈山大学,3,舞蹈表演,5,480,D-00277
D,舞蹈类,3657,宜春学院,13,舞蹈学(师范),3,480,D-00274
B,美术与设计类,54,浙江育英职业技术学院,517,广告艺术设计,38,480,B-18487
B,美术与设计类,54,浙江育英职业技术学院,518,环境艺术设计,48,480,B-18576
B,美术与设计类,54,浙江育英职业技术学院,521,产品艺术设计,32,480,B-18494
B,美术与设计类,3116,上海电影艺术职业学院,505,动漫设计,7,480,B-18478
B,美术与设计类,3116,上海电影艺术职业学院,508,影视多媒体技术（影视特效后期制作）,10,480,B-18519
B,美术与设计类,3293,无锡城市职业技术学院,517,环境艺术设计,20,480,B-18489
B,美术与设计类,5133,成都文理学院,501,环境艺术设计,15,480,B-18485
D,舞蹈类,4361,湘南学院,6,舞蹈学,2,479,D-00280
B,美术与设计类,3128,上海济光职业技术学院,527,室内艺术设计,2,479,B-18659
B,美术与设计类,3262,南京视觉艺术职业学院,511,广告艺术设计,10,479,B-18668
B,美术与设计类,3534,泉州华光职业学院,509,视觉传达设计,8,479,B-18606
B,美术与设计类,3546,厦门华天涉外职业技术学院,512,视觉传达设计,2,479,B-18613
B,美术与设计类,3559,厦门兴才职业技术学院,520,广告艺术设计,5,479,B-18621
B,美术与设计类,3785,临沂科技职业学院,503,环境艺术设计,10,479,B-18610
B,美术与设计类,5153,成都艺术职业大学,504,广告艺术设计,5,479,B-18640
B,美术与设计类,5153,成都艺术职业大学,506,游戏艺术设计,5,479,B-18652
Cd,音乐类音乐教育声乐主项,1207,天津财经大学珠江学院,11,音乐学,4,479,Cd01629
Ca,音乐类音乐表演器乐方向,49,浙江旅游职业学院,508,表演艺术,10,478,
Ca,音乐类音乐表演器乐方向,124,宁波幼儿师范高等专科学校,509,音乐表演,22,478,
Ca,音乐类音乐表演器乐方向,1242,天津艺术职业学院,502,音乐表演（器乐）,2,478,
Ca,音乐类音乐表演器乐方向,2119,大连艺术学院,502,音乐表演（乐器演奏）,2,478,Ca01662
Ca,音乐类音乐表演器乐方向,3108,上海邦德职业技术学院,524,钢琴调律,5,478,
Ca,音乐类音乐表演器乐方向,5137,四川音乐学院,3,音乐表演（吉他、萨克斯管）,2,478,
Ca,音乐类音乐表演器乐方向,5137,四川音乐学院,7,音乐表演（流行器乐、爵士器乐）,3,478,
D,舞蹈类,3526,集美大学诚毅学院,26,舞蹈学,4,478,D-00284
D,舞蹈类,4079,武汉体育学院,18,舞蹈表演（国际标准舞）,2,478,D-00286
D,舞蹈类,4112,武汉传媒学院,4,舞蹈学,2,478,D-00282
Eb,表(导)演类服装表演方向,4022,湖北民族大学,11,航空服务艺术与管理,6,478,Eb00219
B,美术与设计类,1129,北京培黎职业学院,502,环境艺术设计,2,478,B-18714
B,美术与设计类,1242,天津艺术职业学院,508,舞台艺术设计与制作（舞台技术）,1,478,B-18702
B,美术与设计类,3218,江南影视艺术职业学院,515,广告艺术设计,10,478,B-18717
B,美术与设计类,3262,南京视觉艺术职业学院,512,室内艺术设计,10,478,B-18727
B,美术与设计类,3262,南京视觉艺术职业学院,520,影视动画,10,478,B-18712
B,美术与设计类,3551,厦门演艺职业学院,505,环境艺术设计,2,478,B-18700
B,美术与设计类,3610,江西应用科技学院,521,数字媒体艺术设计,15,478,B-18723
B,美术与设计类,4078,武汉生物工程学院,519,艺术设计,20,478,B-18752
B,美术与设计类,4469,广州华立科技职业学院,504,视觉传达设计,3,478,B-18759
Cb,音乐类音乐表演声乐方向,124,宁波幼儿师范高等专科学校,512,音乐表演,11,478,Cb01804
Cb,音乐类音乐表演声乐方向,2119,大连艺术学院,503,音乐表演（学前音乐指导）,1,478,Cb01809
Cd,音乐类音乐教育声乐主项,1314,河北传媒学院,12,录音艺术,4,478,Cd01650
Eb,表(导)演类服装表演方向,3613,江西服装学院,7,表演,5,477,Eb00222
Eb,表(导)演类服装表演方向,5219,黔南民族师范学院,1,航空服务艺术与管理,2,477,Eb00223
G,播音与主持类,74,宁波财经学院,509,播音与主持,32,477,
G,播音与主持类,86,浙江横店影视职业学院,540,播音与主持,5,477,
G,播音与主持类,3116,上海电影艺术职业学院,512,播音与主持（高本贯通）,20,477,
G,播音与主持类,3262,南京视觉艺术职业学院,518,播音与主持,5,477,
G,播音与主持类,3534,泉州华光职业学院,503,播音与主持,8,477,
G,播音与主持类,3611,南昌职业大学,517,播音与主持,20,477,
G,播音与主持类,4076,武汉商贸职业学院,538,播音与主持,12,477,
G,播音与主持类,4601,海口经济学院,520,播音与主持（电子竞技方向）,5,477,
G,播音与主持类,5138,四川文化艺术学院,504,播音与主持,3,477,
B,美术与设计类,3108,上海邦德职业技术学院,521,人物形象设计,6,477,B-18801
B,美术与设计类,3118,上海东海职业技术学院,524,影视多媒体技术,6,477,B-18833
B,美术与设计类,3118,上海东海职业技术学院,528,艺术设计（多媒体广告设计）,6,477,B-18794
B,美术与设计类,3128,上海济光职业技术学院,528,环境艺术设计（景观设计方向）,4,477,B-18864
B,美术与设计类,3154,上海工商职业技术学院,526,首饰设计与工艺,4,477,B-18827
B,美术与设计类,3154,上海工商职业技术学院,528,室内艺术设计,8,477,B-18811
B,美术与设计类,3262,南京视觉艺术职业学院,510,书画艺术,10,477,B-18847
B,美术与设计类,3284,苏州百年职业学院,520,数字媒体艺术设计(中外合作办学),10,477,B-18814
B,美术与设计类,3546,厦门华天涉外职业技术学院,514,工艺美术品设计,2,477,B-18872
B,美术与设计类,3546,厦门华天涉外职业技术学院,515,室内艺术设计,2,477,B-18831
B,美术与设计类,3551,厦门演艺职业学院,513,影视多媒体技术,2,477,B-18796
B,美术与设计类,3551,厦门演艺职业学院,518,舞台艺术设计与制作,2,477,B-18883
B,美术与设计类,6121,西安工商学院,501,摄影摄像技术,6,477,B-18875
B,美术与设计类,6121,西安工商学院,502,广告艺术设计,6,477,B-18829
Ca,音乐类音乐表演器乐方向,5137,四川音乐学院,3,音乐表演（吉他、萨克斯管）,1,477,Ca01692
Ca,音乐类音乐表演器乐方向,5137,四川音乐学院,7,音乐表演（流行器乐、爵士器乐）,2,477,Ca01682
Cb,音乐类音乐表演声乐方向,49,浙江旅游职业学院,521,表演艺术,19,477,Cb01828
Cc,音乐类音乐教育器乐主项,2203,长春光华学院,8,音乐学,2,477,Cc01625
Cc,音乐类音乐教育器乐主项,3771,青岛电影学院,6,录音艺术,2,477,Cc01622
B,美术与设计类,1125,北京科技职业学院,501,艺术设计（环境空间艺术设计）,1,476,B-18906
B,美术与设计类,1340,秦皇岛职业技术学院,502,艺术设计,4,476,B-18901
B,美术与设计类,3108,上海邦德职业技术学院,518,艺术设计（环境设计）,5,476,B-18987
B,美术与设计类,3108,上海邦德职业技术学院,520,游戏艺术设计,5,476,B-18914
B,美术与设计类,3116,上海电影艺术职业学院,503,人物形象设计（影视服装与化妆）,9,476,B-18923
B,美术与设计类,3118,上海东海职业技术学院,527,环境艺术设计,5,476,B-18952
B,美术与设计类,3118,上海东海职业技术学院,529,服装与服饰设计,6,476,B-18896
B,美术与设计类,3122,上海工商外国语职业学院,523,游戏艺术设计,23,476,B-18924
B,美术与设计类,3262,南京视觉艺术职业学院,509,环境艺术设计,10,476,B-18930
Cb,音乐类音乐表演声乐方向,86,浙江横店影视职业学院,536,音乐表演,2,476,Cb01849
Cb,音乐类音乐表演声乐方向,5138,四川文化艺术学院,503,音乐表演,3,476,Cb01846
Cd,音乐类音乐教育声乐主项,2203,长春光华学院,42,音乐学,3,476,Cd01681
M,书法类,67,绍兴职业技术学院,530,书画艺术（书法）,23,476,M-00209
D,舞蹈类,4332,湖南科技学院,2,舞蹈学,3,475,D-00294
D,舞蹈类,4336,湖南女子学院,7,舞蹈编导,2,475,D-00295
B,美术与设计类,1129,北京培黎职业学院,503,广告艺术设计,3,475,B-19064
B,美术与设计类,3661,江西泰豪动漫职业学院,515,影视动画,5,475,B-19035
B,美术与设计类,4619,三亚城市职业学院,512,数字媒体艺术设计,2,475,B-18994
Cd,音乐类音乐教育声乐主项,4468,华南农业大学珠江学院,11,录音艺术,3,475,Cd01701
B,美术与设计类,3122,上海工商外国语职业学院,521,艺术设计（少儿美术）,25,474,B-19134
B,美术与设计类,3160,上海震旦职业学院,524,艺术设计,15,474,B-19165
B,美术与设计类,3546,厦门华天涉外职业技术学院,516,人物形象设计,2,474,B-19168
B,美术与设计类,3566,泉州纺织服装职业学院,512,视觉传达设计,5,474,B-19132
Ca,音乐类音乐表演器乐方向,1242,天津艺术职业学院,507,钢琴调律,1,474,Ca01741
Cb,音乐类音乐表演声乐方向,1366,唐山幼儿师范高等专科学校,508,音乐表演,1,474,Cb01900
Cc,音乐类音乐教育器乐主项,1314,河北传媒学院,13,录音艺术,4,474,Cc01675
G,播音与主持类,86,浙江横店影视职业学院,540,播音与主持,4,474,G-01403
G,播音与主持类,3116,上海电影艺术职业学院,512,播音与主持（高本贯通）,4,474,G-01400
D,舞蹈类,3544,厦门大学嘉庚学院,47,舞蹈表演,5,473,D-00304
D,舞蹈类,3654,上饶师范学院,17,舞蹈学,7,473,D-00303
B,美术与设计类,3108,上海邦德职业技术学院,522,舞台艺术设计与制作（舞台灯光）,6,473,B-19229
B,美术与设计类,3116,上海电影艺术职业学院,507,摄影摄像技术,12,473,B-19232
B,美术与设计类,3160,上海震旦职业学院,525,广告艺术设计,10,473,B-19195
B,美术与设计类,3262,南京视觉艺术职业学院,513,摄影与摄像艺术,10,473,B-19201
B,美术与设计类,3534,泉州华光职业学院,501,人物形象设计,8,473,B-19222
B,美术与设计类,4601,海口经济学院,514,数字媒体艺术设计,6,473,B-19226
Ca,音乐类音乐表演器乐方向,49,浙江旅游职业学院,508,表演艺术,8,473,Ca01766
Ca,音乐类音乐表演器乐方向,124,宁波幼儿师范高等专科学校,509,音乐表演,9,473,Ca01763
Ca,音乐类音乐表演器乐方向,1242,天津艺术职业学院,502,音乐表演（器乐）,1,473,Ca01768
Cb,音乐类音乐表演声乐方向,3643,景德镇艺术职业大学,514,音乐表演,2,473,Cb01921
Cc,音乐类音乐教育器乐主项,2203,长春光华学院,34,音乐学（数字音乐制作方向）,2,473,Cc01687
Cc,音乐类音乐教育器乐主项,2203,长春光华学院,35,音乐学（电影声效方向）,2,473,Cc01689
D,舞蹈类,4613,海南热带海洋学院,28,舞蹈编导,2,472,D-00311
Eb,表(导)演类服装表演方向,1102,北京城市学院,5,航空服务艺术与管理,3,472,Eb00242
B,美术与设计类,3218,江南影视艺术职业学院,513,室内艺术设计,20,472,B-19269
B,美术与设计类,3611,南昌职业大学,516,广告艺术设计,30,472,B-19272
Ca,音乐类音乐表演器乐方向,1366,唐山幼儿师范高等专科学校,509,音乐表演,1,472,Ca01789
Cb,音乐类音乐表演声乐方向,4044,江汉艺术职业学院,501,音乐表演,2,472,Cb01957
Cb,音乐类音乐表演声乐方向,4115,湖北艺术职业学院,503,音乐表演,5,472,Cb01952
Cb,音乐类音乐表演声乐方向,4527,桂林师范高等专科学校,506,音乐表演,10,472,Cb01959
Cc,音乐类音乐教育器乐主项,6408,宁夏理工学院,33,音乐学,2,472,Cc01696
B,美术与设计类,1366,唐山幼儿师范高等专科学校,506,书画艺术,1,471,B-19371
B,美术与设计类,3218,江南影视艺术职业学院,504,动漫设计,20,471,B-19386
B,美术与设计类,3568,厦门东海职业技术学院,504,影视动画,5,471,B-19400
B,美术与设计类,3569,漳州理工职业学院,508,室内艺术设计,5,471,B-19369
B,美术与设计类,3569,漳州理工职业学院,509,数字媒体艺术设计,5,471,B-19360
B,美术与设计类,3661,江西泰豪动漫职业学院,516,游戏艺术设计,5,471,B-19389
B,美术与设计类,3695,景德镇陶瓷职业技术学院,509,视觉传达设计,20,471,B-19365
B,美术与设计类,3695,景德镇陶瓷职业技术学院,518,数字媒体艺术设计,20,471,B-19409
B,美术与设计类,4438,珠海艺术职业学院,506,视觉传达设计,3,471,B-19343
B,美术与设计类,4601,海口经济学院,516,摄影摄像技术（影视摄影）,3,471,B-19339
B,美术与设计类,5153,成都艺术职业大学,503,环境艺术设计,5,471,B-19346
Ca,音乐类音乐表演器乐方向,3481,安徽新闻出版职业技术学院,504,音乐表演,2,471,Ca01803
Eb,表(导)演类服装表演方向,86,浙江横店影视职业学院,538,时尚表演与传播,1,471,Eb00245
D,舞蹈类,4355,怀化学院,8,舞蹈学,2,470,D-00322
D,舞蹈类,4360,邵阳学院,8,舞蹈学(师范),5,470,D-00321
Eb,表(导)演类服装表演方向,58,浙江纺织服装职业技术学院,506,时尚表演与传播,5,470,Eb00250
B,美术与设计类,1118,北京汇佳职业学院,509,舞台艺术设计与制作,4,470,B-19481
B,美术与设计类,3218,江南影视艺术职业学院,514,环境艺术设计,20,470,B-19440
B,美术与设计类,3284,苏州百年职业学院,521,广告艺术设计(中外合作办学),10,470,B-19483
B,美术与设计类,3534,泉州华光职业学院,513,广告艺术设计,8,470,B-19444
B,美术与设计类,3566,泉州纺织服装职业学院,513,环境艺术设计,3,470,B-19474
B,美术与设计类,3566,泉州纺织服装职业学院,514,广告艺术设计,3,470,B-19471
B,美术与设计类,4601,海口经济学院,523,环境艺术设计（虚拟空间设计）,3,470,B-19426
Ca,音乐类音乐表演器乐方向,3262,南京视觉艺术职业学院,522,音乐表演,5,470,Ca01821
D,舞蹈类,4612,琼台师范学院,2,舞蹈表演,3,469,D-00326
Eb,表(导)演类服装表演方向,62,义乌工商职业技术学院,530,时尚表演与传播,3,469,Eb00257
Eb,表(导)演类服装表演方向,1314,河北传媒学院,9,表演,4,469,Eb00256
B,美术与设计类,4438,珠海艺术职业学院,507,影视动画,4,469,B-19546
